f_wh,f_wmt,f_posh,f_posmt,length,num_prep, class
-16.691969,-31.698564,-21.472123,-21.594359,13,2,1
-17.173960,-47.286519,-32.390787,-32.000649,14,2,1
-34.797415,-43.850499,-49.347074,-50.541463,30,4,1
-16.815428,-8.087167,-12.034615,-12.336037,7,1,1
-119.967712,-109.846653,-92.534952,-94.988322,32,26,1
-28.228876,-62.380590,-24.169021,-26.186070,22,3,1
-29.320636,-38.444004,-22.023331,-22.143626,20,5,1
-6.910838,-4.640170,-11.823089,-12.441883,3,1,1
-21.478681,-52.323898,-6.090617,-6.192203,16,2,1
-17.104395,-26.094033,-8.800955,-8.244610,14,0,1
-59.198149,-111.181263,-30.308612,-30.111238,45,2,1
-53.256209,-42.890397,-17.661444,-19.251105,20,3,1
-31.986406,-80.223257,-28.613084,-28.695346,30,6,1
-35.258121,-51.871311,-20.235014,-19.872360,25,1,1
-25.969024,-47.419000,-37.550040,-39.264647,19,3,1
-44.745692,-80.555769,-4.274346,-4.784855,31,1,1
-34.135011,-69.764124,-4.252463,-4.720298,26,0,1
-34.681106,-44.160151,-50.194076,-52.374730,22,8,1
-22.504713,-27.029422,-13.773076,-13.753564,13,2,1
-19.117915,-38.715147,-43.353593,-46.881383,14,7,1
-15.553511,-45.323474,-33.130125,-33.346557,12,6,1
-73.307727,-97.800216,-17.486000,-18.499328,61,1,1
-23.370970,-52.553222,-13.913445,-13.974422,19,2,1
-159.988434,-107.202929,-32.041993,-34.286661,54,10,1
-68.312878,-51.739118,-25.425736,-25.258257,26,4,1
-31.165649,-36.400111,-10.613043,-11.881553,24,0,1
-46.026868,-60.893364,-13.907278,-12.982611,38,3,1
-79.954842,-85.123030,-10.749100,-13.243526,22,3,1
-49.388658,-72.209374,-12.612478,-12.558016,41,1,1
-39.698440,-94.920556,-22.807046,-25.863985,36,1,1
-22.952168,-19.479693,-9.843350,-10.941666,13,2,1
-21.096173,-39.020418,-42.138527,-43.631202,17,6,1
-14.923962,-16.635053,-15.658093,-15.321120,9,3,1
-11.735059,-10.940149,-8.706543,-8.186275,5,1,1
-43.704134,-72.894939,-7.485566,-8.435002,36,0,1
-51.634386,-57.397583,-6.991235,-6.339128,45,1,1
-13.293121,-18.472431,-10.553852,-10.133804,8,1,1
-47.871450,-66.355080,-21.462588,-21.489117,40,4,1
-10.387784,-10.320080,-7.267506,-7.684634,5,1,1
-39.167320,-81.386059,-17.522980,-21.279201,30,1,1
-21.044705,-50.685366,-47.689910,-46.151607,14,11,1
-28.919671,-67.539271,-28.667579,-27.948187,19,5,1
-15.462633,-21.988605,-11.116300,-11.224500,9,1,1
-30.198653,-29.439200,-13.642225,-14.366374,19,2,1
-18.957056,-18.641240,-13.282003,-13.603585,13,3,1
-44.524353,-26.506087,-22.622821,-22.891357,13,4,1
-47.583835,-34.883165,-31.061607,-33.708454,20,2,1
-9.933603,-10.593841,-34.221610,-35.296704,6,2,1
-17.721455,-25.784823,-37.869649,-38.179158,13,8,1
-52.804328,-31.066420,-52.061309,-51.276548,17,14,1
-10.807875,-12.418980,-10.263860,-11.191907,8,3,1
-66.531292,-80.852198,-9.077965,-11.826305,33,0,1
-104.280509,-66.764998,-37.045805,-37.066346,39,10,1
-23.912373,-22.203169,-26.456134,-25.293264,14,2,1
-82.184218,-95.324497,-40.147742,-43.688410,55,7,1
-32.405659,-15.591405,-12.302862,-12.631226,8,2,1
-32.977755,-34.893288,-19.952861,-21.410425,13,5,1
-28.481400,-39.034078,-8.572195,-9.507183,17,1,1
-25.139995,-47.711453,-10.289201,-12.386351,20,1,1
-20.091069,-40.800900,-39.126530,-40.491656,17,4,1
-16.215895,-27.906297,-23.829338,-24.603343,15,3,1
-13.197253,-16.504429,-10.777651,-10.579069,10,0,1
-12.082239,-9.851225,-27.594054,-26.921215,5,7,1
-33.075240,-16.081846,-37.347266,-37.903868,10,4,1
-17.367711,-36.251203,-9.772145,-10.284927,12,1,1
-23.868825,-25.144941,-31.106258,-30.304916,18,4,1
-54.878057,-43.851951,-13.100975,-12.877872,20,1,1
-21.903435,-31.425538,-39.651624,-41.778787,17,5,1
-14.749019,-33.679783,-26.709841,-26.279655,11,3,1
-25.115867,-37.644849,-38.475234,-37.222930,18,3,1
-15.257550,-23.192740,-35.669569,-35.261351,10,6,1
-11.150005,-13.476257,-23.744623,-23.203254,9,3,1
-13.703094,-26.067488,-18.662624,-18.656882,9,2,1
-40.416269,-57.322941,-30.407572,-29.294438,25,3,1
-16.163827,-38.099740,-15.007221,-14.979893,12,4,1
-17.981993,-37.423037,-6.799258,-8.160527,12,2,1
-33.984863,-54.089932,-31.328827,-32.217501,24,6,1
-23.822391,-51.949878,-8.112331,-8.239894,19,1,1
-41.881753,-53.416591,-41.936293,-44.443790,27,10,1
-32.195887,-79.871538,-18.407958,-18.330823,25,3,1
-54.910122,-55.640235,-16.344253,-15.591905,24,2,1
-23.681524,-34.822410,-6.016264,-6.050386,14,0,1
-7.324051,-8.104116,-13.725326,-14.844437,6,3,1
-28.381990,-56.728021,-41.405656,-43.299663,24,6,1
-34.403378,-56.495181,-17.954786,-17.399106,29,5,1
-11.965723,-15.398892,-10.022385,-9.903028,8,3,1
-21.050729,-53.544533,-28.724479,-30.084238,18,8,1
-31.076539,-83.217002,-5.698786,-5.610850,27,0,1
-27.472962,-50.294677,-8.624458,-9.141147,15,1,1
-9.889043,-25.236465,-9.478480,-9.822567,8,2,1
-90.785494,-54.541478,-36.422485,-38.193655,28,2,1
-48.231681,-47.736871,-12.550258,-13.241821,21,2,1
-60.912014,-77.807874,-26.451004,-27.383510,47,2,1
-36.413615,-70.378709,-24.002268,-24.951767,30,4,1
-28.734555,-36.568124,-24.156164,-23.097878,20,3,1
-51.569201,-31.138855,-35.016911,-34.817590,21,2,1
-43.878572,-28.017090,-10.282298,-10.114035,16,2,1
-35.417140,-59.633515,-15.762198,-17.285527,24,3,1
-15.224745,-32.008499,-13.470203,-13.558821,11,3,1
-17.859157,-37.596070,-6.532287,-6.870075,11,1,1
-38.716576,-77.898096,-29.150134,-30.452044,30,7,1
-22.704496,-30.090061,-42.456166,-43.721585,17,5,1
-8.104651,-6.199676,-7.151392,-7.502772,2,0,1
-17.155290,-27.912904,-8.033324,-12.770724,12,0,1
-67.611412,-73.599797,-10.814498,-11.843408,22,0,1
-42.674876,-76.063206,-16.344658,-17.035914,31,1,1
-39.833640,-119.088712,-25.580247,-25.973215,32,5,1
-53.283746,-110.786174,-15.108345,-16.047574,42,1,1
-40.505403,-46.080747,-20.775979,-21.176227,29,3,1
-52.428041,-81.831274,-61.385760,-57.264622,41,5,1
-11.687766,-7.824496,-28.782708,-29.450349,5,7,1
-26.757237,-31.828459,-37.866152,-39.407841,10,6,1
-195.123958,-150.342889,-72.412918,-72.362564,68,12,1
-8.381425,-8.180949,-39.532209,-41.838885,3,2,1
-16.598658,-23.437714,-28.461280,-30.114129,13,1,1
-32.213955,-54.709016,-42.490697,-44.077330,22,6,1
-139.859077,-67.276246,-15.165878,-15.389244,49,4,1
-23.835054,-32.696000,-23.867479,-24.116948,24,5,1
-22.745190,-37.103766,-9.737742,-10.035395,15,2,1
-68.149253,-85.822050,-11.484812,-12.228027,56,3,1
-86.789689,-147.783846,-34.297392,-36.947988,71,2,1
-26.553222,-59.558579,-27.959399,-27.549992,18,7,1
-45.809982,-54.093999,-17.819568,-17.715599,29,4,1
-27.472261,-42.630437,-16.071380,-16.627795,20,0,1
-33.005093,-51.474002,-15.837861,-15.940461,23,2,1
-37.606341,-80.134112,-7.745447,-8.102232,29,1,1
-70.782008,-75.937962,-12.646937,-13.102478,25,2,1
-48.211221,-50.635421,-27.708121,-29.466602,29,4,1
-49.148710,-21.279279,-38.714998,-40.210023,15,8,1
-39.002260,-77.193152,-64.590278,-68.822262,33,9,1
-47.535970,-102.609464,-65.682581,-67.979464,36,10,1
-26.325137,-44.645094,-42.599164,-43.279562,21,7,1
-31.918648,-93.711174,-7.421899,-7.310113,23,1,1
-15.796271,-23.395233,-16.987151,-17.043030,11,4,1
-82.194739,-136.836196,-15.394874,-15.717305,61,5,1
-28.282230,-22.754209,-14.162810,-14.404712,8,2,1
-34.922992,-39.677281,-12.686368,-12.257569,22,1,1
-32.553419,-49.343732,-22.216068,-22.865138,27,4,1
-95.749966,-92.639095,-10.224949,-9.908642,34,3,1
-59.222989,-43.645057,-15.822405,-16.406741,18,4,1
-34.976120,-61.075591,-20.460343,-21.180029,25,1,1
-23.579762,-25.222489,-45.524348,-48.145277,16,5,1
-12.521961,-11.968760,-13.209584,-13.079788,4,2,1
-69.007135,-45.714925,-12.378750,-13.891259,20,2,1
-14.293425,-29.945794,-12.267767,-12.173790,7,2,1
-42.832485,-36.202629,-26.058141,-26.435500,14,2,1
-24.423329,-32.043730,-34.732393,-35.107441,18,4,1
-53.621012,-49.939252,-6.897891,-11.658114,18,1,1
-70.837646,-34.790658,-17.150906,-17.624899,26,2,1
-56.205642,-78.279431,-14.093576,-15.875763,47,1,1
-9.119056,-17.052238,-11.699495,-11.648752,7,1,1
-28.740531,-60.422880,-28.932610,-29.400141,21,9,1
-37.077730,-65.808187,-26.609832,-26.027404,30,3,1
-17.548924,-26.115691,-13.240842,-14.545367,9,2,1
-68.830327,-35.774029,-80.312325,-82.738759,23,15,1
-11.651556,-11.597907,-6.820327,-6.720929,5,1,1
-16.708864,-25.217452,-36.577444,-37.464426,13,3,1
-36.997832,-81.829277,-31.031190,-31.096217,29,4,1
-18.618613,-27.268066,-12.879426,-13.342894,10,4,1
-17.796399,-24.097980,-27.301537,-26.081242,17,7,1
-11.418365,-16.305969,-22.187885,-22.628737,6,7,1
-27.956833,-59.801181,-20.250607,-20.519842,27,2,1
-23.716049,-43.414169,-13.904673,-13.992625,17,1,1
-44.468405,-50.384528,-21.421134,-21.842049,34,5,1
-38.075328,-40.618192,-10.912981,-10.940151,30,1,1
-45.573616,-65.387684,-13.892714,-13.440827,34,3,1
-68.408596,-102.075870,-33.255857,-33.332503,51,9,1
-124.741760,-137.959800,-15.114796,-17.749794,48,3,1
-48.876695,-54.620856,-15.500695,-17.121811,40,1,1
-26.845730,-46.545047,-17.747704,-17.535633,17,4,1
-110.764189,-106.861092,-13.184242,-13.509488,32,2,1
-14.915079,-10.671764,-50.233053,-50.307265,6,5,1
-33.120759,-50.248977,-53.051096,-58.235558,22,6,1
-43.860476,-37.739437,-66.777824,-68.417110,18,13,1
-17.732261,-24.153120,-5.694408,-6.533177,13,0,1
-35.835766,-46.860175,-10.928186,-11.121621,22,3,1
-15.176616,-39.810384,-46.778243,-46.125347,12,9,1
-46.281165,-73.921609,-6.178781,-7.007103,42,1,1
-22.749792,-33.642639,-20.213808,-19.737027,14,3,1
-34.891718,-42.764843,-35.568130,-35.200446,26,4,1
-18.592191,-19.793201,-22.293689,-21.950114,6,4,1
-40.144454,-47.381798,-23.020300,-23.094733,29,2,1
-17.314100,-22.971753,-15.003846,-17.155336,13,0,1
-102.226851,-80.628404,-20.497870,-22.258784,28,1,1
-35.851939,-75.689178,-6.551478,-6.723300,28,1,1
-18.232811,-24.153257,-44.243117,-45.430266,11,6,1
-50.445889,-35.156074,-18.773580,-17.836468,19,3,1
-35.671566,-50.343893,-26.012299,-26.142163,30,6,1
-49.885933,-42.916879,-13.601758,-13.924678,16,1,1
-41.346208,-91.662809,-27.444729,-29.062712,29,1,1
-49.563868,-62.908813,-23.535974,-28.099886,38,3,1
-35.719922,-64.265493,-7.669001,-7.322443,27,1,1
-37.465998,-21.181553,-6.881612,-9.519982,15,0,1
-16.395229,-29.187485,-24.538424,-25.849665,9,4,1
-40.489306,-44.752971,-11.647039,-11.256243,21,1,1
-29.613723,-89.331435,-13.865263,-12.284118,22,0,1
-13.999935,-14.094655,-8.671105,-8.506632,10,0,1
-31.924524,-33.972555,-22.218527,-23.803479,9,2,1
-16.135950,-30.643966,-9.092409,-9.273927,11,2,1
-48.138972,-93.247966,-24.789869,-26.967501,43,4,1
-13.689517,-30.779205,-9.345069,-10.079125,7,1,1
-42.255876,-50.730211,-8.508317,-9.135719,35,0,1
-41.819083,-80.498381,-30.409727,-30.627786,32,10,1
-34.131195,-54.159866,-64.301296,-66.512921,18,11,1
-35.328324,-66.517912,-24.046398,-25.588425,27,2,1
-118.264816,-59.575431,-16.439993,-17.184943,41,4,1
-24.812372,-41.845029,-23.700079,-22.792672,27,5,1
-32.603657,-46.777605,-18.564952,-19.134174,27,8,1
-48.053156,-106.555914,-35.031062,-39.303117,39,4,1
-42.404665,-91.680609,-48.224196,-48.929285,39,12,1
-11.671859,-23.333275,-45.050368,-45.921707,8,9,1
-72.270747,-44.890003,-8.500815,-9.470345,22,0,1
-44.351443,-47.890285,-20.330782,-21.938527,31,3,1
-13.193205,-26.965985,-30.101829,-31.341092,10,3,1
-64.749056,-54.607035,-15.344818,-16.423322,20,0,1
-19.916676,-27.436418,-38.899205,-39.660735,11,4,1
-32.143583,-48.436881,-34.348723,-35.633215,24,2,1
-57.432736,-50.249859,-36.729970,-38.662411,20,10,1
-22.602401,-38.497615,-32.324863,-33.087318,18,5,1
-46.573046,-65.566509,-34.025495,-31.852707,39,7,1
-59.524209,-62.265542,-28.585964,-30.049196,47,8,1
-20.776337,-29.328914,-30.694749,-32.751348,13,9,1
-34.001374,-37.472650,-15.483056,-15.170227,25,6,1
-55.513923,-57.566107,-38.854471,-39.827325,43,5,1
-6.452201,-20.223971,-18.731820,-18.779727,4,2,1
-57.753612,-67.836384,-26.079207,-27.558003,51,5,1
-36.903735,-43.818703,-19.847762,-19.853408,25,5,1
-39.169761,-53.203864,-10.862750,-10.500171,29,1,1
-7.530893,-17.393094,-3.156068,-3.298397,8,0,1
-25.416220,-43.866327,-30.896010,-32.962386,21,4,1
-14.913030,-21.162065,-21.165611,-20.861706,12,3,1
-24.593982,-25.891583,-14.662348,-14.909479,15,0,1
-32.346531,-43.724220,-34.924534,-33.847862,23,4,1
-30.989655,-44.292104,-9.703144,-10.494076,24,1,1
-49.543002,-33.997987,-39.056225,-44.190538,21,8,1
-16.651273,-35.240755,-38.861507,-40.015578,10,7,1
-37.863290,-41.790585,-29.444391,-31.277490,29,8,1
-10.625545,-18.872299,-37.652314,-39.768045,5,6,1
-57.230919,-102.046617,-20.978369,-21.140773,34,1,1
-16.149612,-14.908650,-44.113672,-44.246368,10,3,1
-36.276821,-62.677509,-12.803379,-13.929723,29,1,1
-30.813077,-62.579038,-34.415060,-36.356237,19,3,1
-101.453293,-110.138785,-10.264911,-10.918557,31,3,1
-26.629851,-31.774928,-26.447670,-27.807528,20,5,1
-30.011147,-54.056735,-11.269805,-12.786911,24,1,1
-12.627430,-24.125835,-21.055202,-22.914961,8,3,1
-24.785242,-36.659883,-10.605736,-11.239833,21,0,1
-18.444237,-33.807660,-35.999783,-35.888794,13,2,1
-18.119774,-30.018614,-9.859332,-9.956034,17,3,1
-36.779286,-56.440891,-11.921494,-11.387018,22,2,1
-23.151776,-46.013107,-13.417883,-12.816038,17,1,1
-26.063240,-18.761022,-7.639482,-7.663170,11,0,1
-20.202974,-36.122307,-30.797450,-31.279308,20,4,1
-10.874890,-18.135540,-16.794465,-17.900369,6,0,1
-47.853703,-57.477071,-40.261181,-41.748529,35,9,1
-6.738032,-14.436325,-19.405255,-22.016198,5,3,1
-17.501048,-24.445487,-24.767430,-25.422072,11,3,1
-39.668848,-38.955691,-19.861025,-20.058902,30,3,1
-26.754614,-26.942779,-22.012516,-21.727955,16,5,1
-21.433753,-47.463362,-13.324836,-13.300478,12,3,1
-15.754727,-21.695096,-25.289572,-26.599919,11,4,1
-10.017875,-12.897447,-21.509206,-22.928618,5,1,1
-28.789887,-68.402357,-10.368109,-11.777918,20,0,1
-45.701714,-62.158942,-11.493496,-12.239888,37,1,1
-10.441062,-27.461769,-39.355766,-42.988346,6,4,1
-34.603404,-61.786832,-20.854417,-20.574563,26,4,1
-20.908167,-58.521182,-28.637679,-31.050789,17,5,1
-37.032061,-33.735511,-17.462526,-18.366605,17,4,1
-76.403396,-48.043339,-18.047308,-18.612823,23,4,1
-20.387777,-20.434080,-34.286815,-34.446184,14,8,1
-73.547747,-35.510040,-15.373196,-18.367754,28,0,1
-70.774604,-42.043699,-10.325200,-10.896793,21,2,1
-39.179408,-78.593828,-20.596391,-23.733756,26,1,1
-15.240699,-16.632137,-29.978149,-29.717133,7,7,1
-13.040274,-24.107676,-40.758093,-38.604316,9,3,1
-116.589054,-108.499243,-2.848083,-2.822955,38,0,1
-16.605862,-9.593836,-18.375885,-17.154298,4,4,1
-31.377260,-34.576203,-15.528799,-15.317110,25,5,1
-18.507342,-16.649430,-29.498716,-29.488878,13,5,1
-57.262915,-55.652358,-22.851905,-23.205386,24,3,1
-7.794762,-17.796530,-49.896465,-50.643232,7,9,1
-24.843976,-25.728030,-15.274392,-15.787316,17,2,1
-66.108106,-51.400589,-17.793905,-17.882991,19,1,1
-38.156558,-51.084424,-12.032678,-13.277796,34,2,1
-46.637596,-70.669540,-13.794119,-13.951154,40,2,1
-14.497715,-20.965566,-21.817422,-20.969194,12,3,1
-63.976293,-88.048712,-73.529068,-74.077466,44,14,1
-108.809084,-49.825276,-14.939273,-15.603338,26,2,1
-73.248794,-146.778741,-3.208497,-3.304706,59,0,1
-73.555565,-32.110595,-10.790622,-10.351105,24,1,1
-103.056014,-67.834599,-31.383835,-32.506079,36,2,1
-13.212530,-23.426432,-28.760543,-29.152807,8,1,1
-19.385096,-35.950512,-28.173438,-30.002294,10,3,1
-45.300335,-71.901585,-57.359253,-58.292986,36,10,1
-25.999347,-51.783954,-26.124915,-26.318032,21,7,1
-52.221898,-58.389020,-20.907718,-21.163001,44,4,1
-25.336344,-25.877359,-21.980089,-21.261339,21,3,1
-82.570428,-168.642851,-11.037910,-10.872534,55,3,1
-31.500877,-57.899814,-34.477134,-34.371958,23,4,1
-16.725994,-22.666902,-19.213261,-20.362598,15,1,1
-12.398927,-15.549621,-13.799394,-15.141086,9,1,1
-78.771961,-190.674523,-7.160055,-7.025260,58,1,1
-13.152331,-19.634421,-16.486267,-16.554150,7,2,1
-34.135546,-29.683090,-53.014002,-53.018601,10,9,1
-57.424013,-89.903257,-28.685706,-29.140927,37,6,1
-27.593523,-56.658199,-14.734268,-15.286048,19,3,1
-9.642482,-27.279557,-19.261937,-23.271181,6,3,1
-18.438523,-35.115676,-77.975469,-76.456588,13,16,1
-45.330203,-35.552096,-12.275522,-12.111639,11,1,1
-76.146105,-130.106313,-20.787579,-21.480735,56,6,1
-20.026663,-34.216428,-10.082712,-9.489081,15,0,1
-50.367177,-87.544102,-41.838256,-47.189832,45,4,1
-9.468194,-13.085336,-23.882650,-24.516751,5,5,1
-24.461393,-30.487343,-23.050466,-25.483189,16,0,1
-22.834318,-44.934821,-9.899255,-12.664655,14,0,1
-19.191501,-56.607612,-34.425479,-34.655605,18,7,1
-54.055683,-72.418632,-10.147451,-10.014675,45,2,1
-10.368918,-13.979071,-15.804577,-16.428305,6,2,1
-23.459403,-36.532002,-10.689916,-10.486342,17,2,1
-60.207312,-55.336821,-17.155526,-18.133714,17,4,1
-45.370573,-57.276361,-23.392545,-25.226824,22,3,1
-59.660309,-145.539901,-12.965827,-13.821873,43,5,1
-22.184213,-35.121997,-31.720106,-31.751188,15,1,1
-18.369219,-38.241791,-7.932942,-7.834358,15,0,1
-45.085909,-64.443069,-26.294956,-32.935367,29,1,1
-15.518045,-33.592469,-6.067012,-6.978209,11,0,1
-31.634420,-78.481222,-23.718057,-25.706260,31,6,1
-27.442646,-43.867985,-28.773486,-29.606601,18,4,1
-14.627343,-23.994406,-5.166705,-5.935827,10,0,1
-20.540552,-37.599036,-8.858934,-8.540329,17,0,1
-33.671755,-22.869613,-23.461215,-22.396606,13,1,1
-62.066477,-95.512537,-26.339069,-26.813850,49,2,1
-16.067229,-27.426944,-48.311651,-48.956476,8,8,1
-34.348314,-72.852547,-26.599911,-27.130631,30,4,1
-38.700044,-63.162405,-39.607516,-39.169201,20,3,1
-10.520602,-5.988329,-6.366434,-6.002059,6,0,1
-20.932341,-18.726051,-32.998412,-34.146581,5,8,1
-46.687844,-69.393214,-8.383780,-8.744089,34,0,1
-42.559914,-33.865944,-48.758932,-53.509407,15,2,1
-43.997160,-54.939602,-6.260771,-6.730259,33,0,1
-34.801298,-29.293987,-23.935353,-24.570706,13,5,1
-26.351920,-52.511909,-36.748463,-36.762955,21,6,1
-37.473165,-33.674159,-31.929892,-32.641848,27,5,1
-30.277053,-57.387083,-36.238204,-35.871184,19,5,1
-49.589668,-65.978284,-20.573535,-21.020278,42,2,1
-30.465444,-63.098942,-16.647395,-16.956269,24,3,1
-37.587789,-78.071091,-2.481352,-2.221965,29,1,1
-21.157720,-25.061694,-6.436163,-6.729594,13,3,1
-26.498622,-48.319401,-13.948674,-17.180389,22,1,1
-24.134240,-25.412762,-17.868699,-17.879478,21,2,1
-110.618686,-169.549126,-20.301716,-21.242081,83,1,1
-76.295746,-32.447619,-43.032010,-44.497472,19,4,1
-30.770517,-51.871207,-4.596777,-7.683381,24,1,1
-32.988776,-41.756976,-13.017824,-12.815659,17,2,1
-40.312969,-70.341258,-23.002547,-24.103356,28,6,1
-36.166624,-77.121034,-10.191320,-11.171989,25,1,1
-46.573330,-96.727947,-22.748151,-24.733583,31,2,1
-13.823235,-20.899760,-36.925334,-36.954796,10,5,1
-32.134253,-48.576457,-17.811209,-18.474766,22,2,1
-30.762817,-38.494881,-9.041099,-9.720422,18,0,1
-28.407090,-33.225502,-5.735620,-5.873983,19,1,1
-40.840192,-88.605532,-10.752770,-11.152216,30,1,1
-35.387171,-48.124575,-4.064256,-6.045716,28,0,1
-40.705553,-75.456990,-20.899253,-22.577259,32,3,1
-32.359467,-73.176842,-26.311707,-29.752165,24,3,1
-9.610949,-18.712423,-18.073659,-18.757919,7,4,1
-24.824766,-55.697613,-21.486252,-21.901323,21,4,1
-24.019430,-47.035791,-20.008528,-20.088817,16,3,1
-18.172867,-19.817953,-60.375379,-61.038658,12,8,1
-85.278108,-47.931049,-34.226171,-35.060656,27,5,1
-11.725212,-25.553098,-26.249785,-25.178417,7,5,1
-52.627300,-51.714988,-6.475633,-6.848414,29,1,1
-25.746527,-41.799816,-19.833087,-21.268872,22,2,1
-13.148288,-20.724769,-14.374385,-15.419951,6,1,1
-13.363676,-16.058462,-34.525780,-35.582103,6,5,1
-30.051758,-46.630021,-22.470226,-23.426311,19,2,1
-25.468821,-35.552237,-23.528392,-24.672080,14,7,1
-53.534000,-129.107904,-41.279918,-41.733727,45,9,1
-22.106828,-28.292799,-23.472457,-24.720714,13,6,1
-14.273560,-23.079544,-10.830459,-11.835977,7,1,1
-92.034295,-200.641950,-43.279618,-45.544424,68,6,1
-19.728182,-16.710436,-32.521244,-33.870695,16,5,1
-18.308811,-23.801793,-32.067565,-34.882593,13,3,1
-22.256124,-25.509746,-52.455125,-56.987848,17,4,1
-45.342017,-77.082534,-21.793504,-21.891065,34,1,1
-26.544514,-49.552683,-21.945507,-22.226132,23,0,1
-16.334617,-24.343104,-21.963577,-22.891876,10,3,1
-29.279548,-54.627824,-47.986621,-51.362316,20,3,1
-45.014633,-22.448429,-29.680880,-31.419366,11,8,1
-64.002973,-55.221323,-8.481423,-8.467711,19,1,1
-23.110085,-43.423909,-22.941711,-22.313624,16,3,1
-43.938113,-95.970138,-27.305885,-29.125145,39,3,1
-37.854478,-70.045807,-6.283791,-10.646945,30,0,1
-24.441905,-30.556628,-12.215026,-11.948403,16,1,1
-62.595641,-139.078670,-67.255720,-70.492424,50,9,1
-21.292537,-42.448220,-20.538564,-20.868946,17,3,1
-76.498756,-47.516613,-18.680983,-18.907661,30,5,1
-16.620206,-23.003760,-21.932928,-22.650965,10,4,1
-8.924871,-17.585591,-34.257567,-38.139338,8,2,1
-35.427551,-20.545475,-24.580262,-25.563975,10,5,1
-88.198681,-72.718489,-12.281372,-13.467302,28,2,1
-25.608216,-30.206209,-33.116001,-34.096213,26,6,1
-40.866811,-41.132788,-8.780343,-9.602434,32,0,1
-34.297872,-57.249850,-16.136135,-16.912411,30,2,1
-10.514975,-19.640641,-21.349719,-21.277493,6,3,1
-14.043217,-17.388177,-19.186818,-21.183176,9,0,1
-42.973820,-75.246080,-36.130311,-37.185460,30,9,1
-35.374741,-42.217140,-18.787772,-19.791815,28,4,1
-53.918717,-55.824412,-24.826506,-24.582980,18,2,1
-30.035493,-56.083119,-4.479432,-5.276584,18,0,1
-10.700153,-16.389741,-3.978502,-3.737316,9,1,1
-45.587394,-52.057160,-13.705021,-14.660763,39,4,1
-61.510735,-50.783083,-37.167871,-41.236182,21,7,1
-48.086788,-42.436439,-21.693250,-21.883515,40,4,1
-75.603360,-70.145035,-8.327457,-8.557935,25,0,1
-38.714354,-46.571815,-12.020335,-16.620600,31,2,1
-21.576507,-31.360921,-20.244384,-21.258926,18,4,1
-27.373419,-25.616565,-6.277271,-6.117674,9,0,1
-17.351356,-16.078423,-16.728734,-16.991615,8,4,1
-14.344750,-48.223932,-11.668024,-11.650133,12,1,1
-39.000084,-66.736007,-14.769243,-15.519833,36,3,1
-17.499404,-14.553230,-71.185424,-70.604133,7,2,1
-24.044828,-20.692844,-22.583255,-22.946614,6,2,1
-12.665982,-23.653655,-57.696410,-59.658564,9,7,1
-52.730929,-33.708719,-60.016331,-61.905959,14,3,1
-125.443314,-108.684654,-23.272816,-23.383786,41,5,1
-24.362010,-44.582110,-15.077897,-15.714160,23,3,1
-22.431494,-28.097442,-9.375215,-10.010359,18,1,1
-42.758342,-52.201540,-5.091981,-5.275768,17,0,1
-27.859994,-62.306540,-14.416792,-13.770566,20,1,1
-46.074051,-87.461129,-21.145314,-21.745253,28,2,1
-96.349993,-56.708005,-36.675577,-38.801480,35,4,1
-18.824990,-19.951575,-24.630078,-26.188842,10,3,1
-33.409864,-36.011008,-26.038549,-26.227144,23,6,1
-35.086923,-56.447962,-8.617645,-9.258575,30,1,1
-19.876843,-39.926425,-6.163456,-6.151059,8,1,1
-55.546702,-68.024403,-11.056287,-12.107091,37,2,1
-64.019868,-91.226425,-10.130405,-11.366954,50,1,1
-22.415595,-28.077983,-34.212861,-35.213989,17,4,1
-107.227996,-81.626367,-16.558384,-17.014411,49,1,1
-37.554203,-77.217612,-31.736370,-32.661601,25,3,1
-22.771814,-29.494969,-47.788740,-48.298096,20,4,1
-75.898843,-69.143825,-3.599111,-3.454129,25,0,1
-15.680505,-23.532680,-16.571595,-16.531832,6,3,1
-25.000115,-45.351188,-13.159832,-17.439857,17,2,1
-18.926694,-38.701362,-25.686118,-26.619016,17,2,1
-10.708841,-21.164467,-35.320587,-38.338069,7,3,1
-30.480787,-48.000958,-22.545244,-23.467249,23,2,1
-41.847816,-52.314409,-25.842853,-26.368430,31,6,1
-10.455264,-8.273631,-14.998707,-15.859628,7,3,1
-18.394574,-28.124180,-16.184521,-16.684746,12,3,1
-18.273297,-44.582184,-23.685651,-28.215620,16,5,1
-16.377760,-24.684338,-3.024188,-2.854419,11,1,1
-19.632242,-22.255304,-25.651109,-27.214202,10,4,1
-12.095346,-20.182288,-30.031727,-29.270875,8,5,1
-42.758164,-53.906768,-45.303302,-45.621497,30,9,1
-90.605528,-110.209174,-12.115738,-12.201637,65,2,1
-21.860582,-21.311151,-17.705000,-18.603353,12,5,1
-16.099746,-19.363266,-13.945179,-15.282914,7,3,1
-35.292209,-41.235739,-18.210771,-19.523840,27,5,1
-15.101997,-13.966470,-19.318567,-18.907694,9,6,1
-31.837951,-46.394916,-49.247390,-49.781236,22,1,1
-65.206521,-36.272290,-40.403042,-40.620963,24,9,1
-10.590814,-12.265935,-16.006718,-15.868976,5,1,1
-46.841867,-46.201478,-22.074346,-21.136335,19,3,1
