f_wh, f_wmt, f_posh, f_posmt, class
 -24.435073, -31.403710, -14.482515, -18.863840,1
 -72.032801, -118.643851, -12.753044, -12.345364,1
 -16.998985, -30.854847, -39.325224, -40.729992,1
 -62.129952, -106.482021, -30.733368, -31.757258,1
 -39.417320, -81.675957, -11.123926, -14.422966,1
 -89.111167, -61.351666, -27.356926, -28.178553,1
 -12.530897, -14.565900, -9.137023, -8.809658,1
 -34.929689, -46.501567, -18.899505, -19.436297,1
 -36.359291, -63.517179, -27.175385, -28.646098,1
 -11.275915, -17.233206, -30.657111, -34.016356,1
 -19.237938, -29.108698, -44.837469, -45.451800,1
 -26.529015, -20.731600, -22.817748, -23.734258,1
 -37.537229, -55.889787, -26.731827, -27.790271,1
 -11.760020, -19.961837, -10.437024, -11.547579,1
 -25.392255, -30.634723, -48.079539, -50.198880,1
 -7.873199, -5.840382, -24.298980, -24.383335,1
 -27.091072, -32.984881, -42.152997, -43.243727,1
 -73.812358, -146.467752, -6.042011, -8.239406,1
 -28.936441, -47.716854, -10.010421, -10.676707,1
 -21.313022, -50.235780, -28.279194, -28.497381,1
 -9.231339, -5.709666, -22.574929, -23.217663,1
 -19.161403, -29.397569, -14.142291, -13.546841,1
 -165.360129, -156.575694, -29.563521, -30.003691,1
 -16.877330, -12.797777, -21.931850, -22.060247,1
 -14.029228, -25.493582, -17.374724, -18.451183,1
 -29.042730, -61.751891, -19.444199, -20.956371,1
 -43.379046, -49.496820, -33.910885, -32.986755,1
 -27.048761, -30.568995, -34.007337, -39.573169,1
 -42.957516, -42.621762, -12.806929, -14.623475,1
 -28.818954, -16.919176, -50.141918, -55.270115,1
 -22.807021, -36.139323, -38.318273, -37.962868,1
 -45.317709, -53.498822, -19.425869, -20.471891,1
 -14.243764, -14.114203, -15.166820, -15.149780,1
 -48.445126, -71.894105, -41.169332, -41.832428,1
 -17.291287, -25.502495, -23.412277, -24.878283,1
 -19.304335, -36.920763, -5.643397, -6.200651,1
 -52.096809, -34.036106, -12.210863, -12.551137,1
 -23.136923, -46.228725, -18.570425, -19.927012,1
 -17.918897, -33.879235, -33.269192, -31.733591,1
 -10.051305, -11.837119, -17.857735, -17.806988,1
 -18.656255, -25.390413, -14.269776, -15.051392,1
 -16.002345, -36.689144, -15.544673, -15.331726,1
 -40.993890, -56.927483, -21.756596, -21.603732,1
 -34.558394, -33.294150, -13.861487, -14.090217,1
 -8.064273, -18.801316, -28.196202, -28.679164,1
 -12.981418, -22.382984, -20.429679, -21.414620,1
 -49.698082, -91.950099, -37.428276, -40.971491,1
 -6.077196, -8.580057, -21.344795, -21.860893,1
 -30.694298, -33.852649, -8.128174, -8.219911,1
 -21.086329, -40.511105, -10.381922, -11.565082,1
 -12.322547, -22.199423, -3.631576, -3.547080,1
 -5.025683, -6.519400, -8.710753, -8.665187,1
 -44.709101, -73.202660, -27.751404, -29.105895,1
 -34.196770, -42.038698, -19.571076, -22.046753,1
 -41.615644, -47.686045, -7.855662, -7.637832,1
 -12.848117, -14.179644, -47.093263, -46.616989,1
 -9.900191, -8.872577, -25.413376, -24.772139,1
 -26.093165, -45.872980, -12.328875, -12.222350,1
 -31.553698, -75.943668, -46.980080, -48.714843,1
 -64.623431, -41.127080, -11.828192, -12.401459,1
 -41.519209, -52.601964, -39.376780, -38.386201,1
 -23.889229, -30.098247, -17.477086, -18.286023,1
 -21.442078, -28.891638, -3.133057, -3.227589,1
 -36.602950, -72.754444, -8.844007, -9.500764,1
 -15.646365, -15.187249, -13.769388, -14.533897,1
 -33.963754, -58.570708, -17.673650, -19.388612,1
 -26.354190, -26.089810, -24.776957, -25.391164,1
 -39.472672, -48.465435, -23.343895, -24.986258,1
 -9.326948, -11.453000, -9.506709, -10.226118,1
 -27.272795, -19.045578, -9.849322, -10.730138,1
 -11.626100, -30.577057, -15.662870, -15.377217,1
 -8.170199, -24.326970, -12.288567, -12.298400,1
 -46.160944, -58.669228, -33.953781, -34.152655,1
 -25.965880, -35.270517, -18.559630, -18.606950,1
 -6.578822, -4.136579, -6.354096, -6.545644,1
 -17.818106, -23.798480, -4.407173, -4.738155,1
 -15.086000, -21.658288, -22.052088, -23.096267,1
 -37.823463, -91.072900, -13.874629, -14.153880,1
 -58.599958, -70.457926, -20.002004, -20.605201,1
 -30.831565, -36.320860, -40.119404, -42.923360,1
 -47.310707, -56.899989, -39.278587, -40.406061,1
 -34.230670, -65.007758, -46.264424, -46.543374,1
 -25.995646, -32.632166, -38.142569, -38.065421,1
 -8.865745, -16.883815, -16.510835, -17.830712,1
 -41.770360, -62.605679, -45.805011, -45.962307,1
 -53.230771, -35.697371, -5.424724, -5.528970,1
 -19.655244, -40.526737, -38.155043, -39.323199,1
 -47.453163, -60.613798, -8.971549, -8.922245,1
 -15.193003, -17.362963, -12.301236, -12.256251,1
 -27.286704, -45.156437, -16.664678, -18.943792,1
 -20.675574, -28.988676, -11.606720, -11.982917,1
 -18.460356, -15.515993, -28.551930, -30.999098,1
 -25.314437, -24.623263, -16.150256, -16.489399,1
 -29.745384, -77.967563, -24.260958, -27.502727,1
 -37.524106, -62.432469, -25.434921, -24.053419,1
 -22.296659, -27.977969, -17.883722, -18.378157,1
 -81.800636, -60.409257, -77.421100, -77.904616,1
 -20.655323, -33.247963, -16.209211, -16.280723,1
 -63.536711, -34.496708, -20.378713, -21.107781,1
 -9.309245, -12.779071, -22.978397, -23.887176,1
 -11.425692, -16.643263, -52.915333, -55.192328,1
 -71.451474, -62.335272, -12.803637, -13.889533,1
 -75.015697, -135.775351, -28.942929, -29.965781,1
 -31.929954, -43.525214, -23.775858, -23.898491,1
 -20.238420, -28.759220, -25.917126, -27.708231,1
 -19.526825, -35.804542, -19.662522, -19.918460,1
 -36.112941, -40.918251, -9.987569, -10.203042,1
 -15.675630, -35.001182, -14.358512, -14.467370,1
 -56.912818, -35.848182, -16.170894, -18.345047,1
 -26.770146, -38.729842, -9.712322, -10.184246,1
 -10.835387, -6.685656, -13.362930, -13.087265,1
 -39.145927, -65.131445, -33.153225, -34.447766,1
 -20.247319, -34.261577, -34.385853, -37.937870,1
 -27.979259, -60.179710, -24.589969, -26.889450,1
 -34.382941, -68.248187, -27.565105, -28.060440,1
 -45.326407, -49.457231, -21.500612, -21.874241,1
 -38.321560, -18.155989, -11.780598, -12.965453,1
 -34.129595, -39.230297, -34.776565, -34.613446,1
 -86.133450, -91.672814, -56.418391, -61.282688,1
 -16.039036, -24.447600, -45.981358, -45.966315,1
 -40.587650, -61.083313, -15.560823, -16.241899,1
 -16.239711, -17.366832, -8.631339, -9.254824,1
 -46.772926, -95.689783, -7.676693, -7.877724,1
 -49.386343, -44.402624, -7.061891, -7.467123,1
 -26.922407, -44.949946, -5.808272, -5.711269,1
 -27.207659, -60.992786, -17.950094, -18.863188,1
 -22.093863, -38.333378, -13.119539, -13.794865,1
 -28.495140, -45.497447, -7.542301, -7.413039,1
 -55.460030, -27.583366, -11.135658, -10.627636,1
 -53.291312, -92.266423, -13.945928, -16.874678,1
 -14.264011, -27.667310, -13.111045, -13.506676,1
 -13.188088, -7.649372, -8.829127, -10.937970,1
 -14.537399, -24.285934, -11.162172, -10.897197,1
 -48.187768, -60.994128, -29.785614, -29.288256,1
 -6.063870, -14.804887, -23.499416, -22.412804,1
 -25.895831, -30.142291, -21.465355, -21.052921,1
 -17.157219, -18.743517, -9.312613, -9.820195,1
 -13.009153, -17.428672, -21.727997, -22.773540,1
 -31.071182, -62.221191, -28.751337, -31.229022,1
 -65.883667, -34.021325, -22.644225, -23.385731,1
 -30.731666, -70.084429, -25.480267, -24.330793,1
 -66.422228, -73.860450, -7.495623, -8.618633,1
 -78.228823, -88.609695, -15.802365, -16.503747,1
 -9.690217, -17.509376, -10.687316, -10.433045,1
 -39.730928, -84.866293, -32.719893, -34.179302,1
 -70.033223, -33.750833, -6.781296, -6.267548,1
 -34.185149, -35.542236, -27.258523, -29.748963,1
 -40.472363, -51.348197, -16.245173, -17.211486,1
 -16.383206, -37.334987, -34.118863, -35.088626,1
 -17.889832, -27.596332, -35.477570, -35.391091,1
 -23.275341, -22.224228, -13.172098, -13.053589,1
 -16.603126, -19.689756, -31.157817, -32.937398,1
 -33.156055, -50.930965, -8.969967, -10.031753,1
 -29.807548, -38.721334, -27.287216, -27.880987,1
 -20.580778, -31.237068, -15.176629, -16.514473,1
 -21.317194, -41.164591, -28.071951, -27.907398,1
 -11.013574, -10.677879, -33.747482, -34.795208,1
 -24.625206, -28.069884, -17.138478, -17.101902,1
 -31.032913, -62.357045, -5.940737, -7.349421,1
 -22.725555, -45.552382, -8.277558, -7.870289,1
 -85.477996, -63.035721, -29.299397, -28.891513,1
 -30.153232, -75.122615, -42.411330, -43.519108,1
 -13.021735, -19.854529, -18.697170, -19.517139,1
 -85.974978, -52.766346, -28.647072, -31.068974,1
 -46.422396, -56.004579, -38.291736, -38.034178,1
 -14.156843, -15.172548, -7.313563, -7.678757,1
 -26.156171, -46.455636, -22.175478, -23.150397,1
 -26.176693, -48.080616, -17.541182, -19.403628,1
 -11.941041, -15.567101, -34.529432, -34.822387,1
 -89.386870, -68.799264, -27.532354, -27.807468,1
 -8.562494, -10.388646, -11.646423, -13.449781,1
 -78.782585, -86.785550, -17.617856, -20.923339,1
 -91.693096, -111.091223, -20.831702, -20.436833,1
 -10.871789, -17.277677, -28.929360, -29.315879,1
 -14.791414, -15.421077, -31.725827, -33.144668,1
 -65.779665, -139.251140, -28.900468, -30.501785,1
 -39.547889, -65.602747, -34.919095, -36.090199,1
 -10.706841, -22.911477, -38.713576, -39.575111,1
 -26.979220, -75.162344, -36.322655, -37.850306,1
 -43.895899, -49.320135, -32.517734, -33.989548,1
 -33.403568, -44.681465, -10.934701, -11.202386,1
 -14.646580, -18.827532, -33.415469, -32.455230,1
 -35.549624, -63.161994, -32.057932, -31.842944,1
 -18.910289, -21.180636, -16.818626, -17.951653,1
 -40.581575, -59.364063, -24.668028, -24.115414,1
 -30.111273, -70.830259, -28.654514, -31.921527,1
 -46.205771, -76.894927, -5.083460, -5.029425,1
 -26.364792, -52.037674, -23.753930, -23.195647,1
 -61.111804, -64.769083, -19.939771, -21.481828,1
 -27.865093, -36.051603, -32.777623, -31.130695,1
 -28.921460, -63.987240, -15.288192, -18.245844,1
 -15.525989, -20.009231, -40.421751, -41.357895,1
 -98.412502, -71.743596, -25.212521, -25.453361,1
 -28.691530, -40.899975, -22.877144, -23.389973,1
 -19.337802, -32.890839, -37.029079, -38.664827,1
 -51.517132, -76.146767, -30.592865, -37.176399,1
 -48.972283, -87.763207, -45.695602, -43.719957,1
 -21.743440, -22.656112, -18.233999, -20.228163,1
 -58.500379, -60.910144, -12.737965, -12.846851,1
 -42.935374, -48.455757, -21.439807, -22.325831,1
 -26.845303, -24.562465, -6.827182, -6.538563,1
 -16.387895, -10.360996, -23.709882, -24.033157,1
 -74.932138, -104.490322, -5.850925, -6.064649,1
 -55.878487, -129.611154, -23.161414, -25.185609,1
 -22.895756, -19.891709, -21.854329, -22.076595,1
 -46.583477, -65.331510, -30.099914, -30.818596,1
 -14.298424, -24.042765, -48.845196, -58.437372,1
 -54.881063, -136.383762, -23.512004, -23.614774,1
 -24.974641, -30.713331, -40.948885, -41.938311,1
 -34.202392, -102.207014, -29.117186, -29.467586,1
 -135.058206, -85.882846, -11.324020, -11.210395,1
 -33.700125, -59.719399, -46.542121, -48.134525,1
 -18.247031, -21.553950, -32.530833, -30.807801,1
 -7.956460, -6.396607, -10.008342, -10.806410,1
 -43.824198, -72.977802, -47.222661, -49.935978,1
 -53.583951, -83.507797, -33.239097, -33.609104,1
 -25.553713, -39.505352, -10.644947, -11.217893,1
 -21.069546, -38.055590, -22.252400, -22.603556,1
 -47.703424, -91.729033, -51.350408, -49.910246,1
 -45.695026, -59.791369, -10.162556, -10.481781,1
 -40.739923, -85.358026, -4.434857, -4.387120,1
 -32.189400, -49.720517, -16.314325, -17.732223,1
 -16.026071, -12.935109, -54.472190, -53.990312,1
 -22.420443, -22.828334, -14.821781, -15.623849,1
 -38.517448, -46.656280, -17.881841, -18.927147,1
 -60.819464, -50.347152, -7.112825, -7.356409,1
 -14.453692, -31.089031, -6.457158, -7.169923,1
 -24.901191, -52.946380, -59.850971, -60.873215,1
 -18.794500, -50.262761, -15.143345, -15.430192,1
 -46.024177, -90.090470, -28.264061, -30.517800,1
 -60.803844, -136.245698, -12.842287, -13.450278,1
 -14.340226, -16.377779, -27.689365, -28.357032,1
 -20.355923, -41.460367, -20.497870, -21.067844,1
 -61.208304, -111.721670, -33.068335, -32.718705,1
 -26.892145, -28.388817, -8.499052, -8.340246,1
 -16.245554, -13.102903, -43.235172, -43.321527,1
 -10.737653, -27.738497, -20.754546, -20.668007,1
 -13.140697, -27.841832, -7.526308, -7.439654,1
 -21.580590, -31.565477, -14.534658, -14.226315,1
 -14.644842, -22.565921, -27.597447, -27.528890,1
 -9.609118, -13.500476, -47.855253, -48.458804,1
 -45.933855, -69.810341, -8.914186, -8.294666,1
 -58.175080, -103.837505, -3.508038, -3.641256,1
 -64.259121, -132.026058, -5.412712, -5.862775,1
 -26.536492, -27.886902, -43.903379, -47.143390,1
 -56.570747, -127.171219, -16.422799, -16.983680,1
 -56.783994, -119.101085, -19.858093, -19.682126,1
 -7.959349, -16.763666, -40.808842, -42.095645,1
 -18.930598, -26.444177, -27.730258, -27.471660,1
 -26.458482, -25.285824, -7.001323, -7.537492,1
 -48.844132, -68.772396, -54.032972, -52.800255,1
 -11.093411, -21.829506, -25.401899, -25.402737,1
 -47.112660, -95.991929, -9.191513, -10.399277,1
 -69.539403, -57.793725, -7.975469, -8.026336,1
 -30.852695, -69.157045, -3.941359, -4.741805,1
 -15.011498, -48.592654, -6.027640, -6.884773,1
 -19.752873, -23.318751, -19.189354, -20.034406,1
 -33.114200, -50.916470, -20.291144, -21.714423,1
 -27.236589, -36.032378, -12.268707, -17.268831,1
 -17.973573, -22.516536, -35.265952, -38.534017,1
 -18.171651, -21.838144, -16.894996, -16.274911,1
 -21.038336, -31.939840, -31.540652, -31.580091,1
 -16.776842, -35.470873, -17.204036, -18.355374,1
 -19.764930, -23.992441, -15.291866, -16.017937,1
 -36.307809, -43.674220, -51.108184, -53.449809,1
 -54.411243, -113.505301, -10.602146, -12.107576,1
 -17.382943, -27.208746, -23.682168, -22.733586,1
 -22.034537, -32.230002, -8.100753, -8.141609,1
 -18.874664, -27.653621, -34.554494, -34.727400,1
 -36.499358, -62.659521, -30.320250, -31.351654,1
 -22.990941, -41.962258, -110.239038, -114.248739,1
 -15.335244, -27.624475, -6.387487, -6.688108,1
 -42.127508, -41.966069, -18.990602, -19.257918,1
 -26.421779, -29.786251, -12.375132, -12.447833,1
 -42.706906, -68.377684, -31.160568, -31.642340,1
 -33.232188, -30.306007, -5.427524, -5.987022,1
 -43.755774, -36.495673, -23.403707, -27.710755,1
 -12.721726, -25.189902, -16.497591, -17.517549,1
 -25.003100, -17.190997, -85.097367, -87.845384,1
 -65.785685, -94.766552, -24.474840, -24.884819,1
 -51.691029, -63.287149, -35.771438, -36.567773,1
 -29.822678, -42.123144, -17.327669, -17.517066,1
 -16.717674, -34.940869, -27.518485, -27.502938,1
 -32.829891, -46.292979, -7.305826, -7.823836,1
 -28.441659, -50.249165, -25.058327, -27.897107,1
 -36.425171, -40.821399, -18.148480, -18.321375,1
 -27.813738, -51.419018, -7.767956, -8.440793,1
 -4.805196, -9.448931, -18.483934, -18.155233,1
 -56.163106, -125.151121, -14.483762, -14.145101,1
 -50.859396, -56.434657, -13.642971, -14.642034,1
 -12.162099, -15.508673, -21.833457, -21.254058,1
 -24.568412, -49.329793, -23.130412, -26.087580,1
 -38.748091, -79.030904, -27.591534, -26.805773,1
 -38.473371, -74.542856, -28.582869, -28.541908,1
 -63.564641, -64.491031, -26.546432, -28.291095,1
 -42.272574, -55.367363, -11.197783, -11.173428,1
 -22.962050, -26.778851, -25.124551, -24.213697,1
 -73.355138, -57.653178, -13.011505, -15.422108,1
 -20.274840, -39.052347, -33.520462, -34.304110,1
 -26.918539, -59.225579, -47.666950, -49.497561,1
 -10.189006, -16.734159, -25.215136, -25.887601,1
 -60.340546, -71.189520, -33.055982, -33.280834,1
 -56.395439, -133.605084, -42.799754, -45.746144,1
 -26.947495, -27.129527, -11.872378, -12.181865,1
 -39.821172, -73.889517, -8.130076, -9.575896,1
 -47.951566, -44.540745, -24.666064, -25.796128,1
 -40.427326, -80.589666, -90.913643, -92.794767,1
 -111.649747, -97.680942, -32.372451, -33.264558,1
 -19.049377, -31.175631, -10.468255, -10.213063,1
 -59.953462, -32.910034, -20.695887, -22.086449,1
 -76.319088, -96.914789, -8.548874, -8.943822,1
 -50.627640, -57.868877, -11.594339, -11.100222,1
 -75.135923, -65.175850, -21.302191, -22.651827,1
 -58.889996, -73.488164, -28.329761, -26.799696,1
 -118.738881, -77.357906, -21.695092, -21.014732,1
 -39.297392, -64.394413, -13.065742, -13.730412,1
 -33.769055, -66.302321, -18.741341, -19.183730,1
 -8.675631, -7.947762, -40.859138, -42.183660,1
 -84.061716, -51.058199, -18.046878, -18.787443,1
 -35.261510, -48.146027, -49.582424, -49.374111,1
 -38.332838, -63.181781, -11.932476, -11.766425,1
 -38.852213, -32.280460, -39.690934, -42.336188,1
 -25.203968, -28.395660, -22.164121, -24.816630,1
 -30.723824, -36.371046, -5.188085, -5.859451,1
 -16.794819, -20.759033, -10.647337, -10.198286,1
 -36.681610, -36.908940, -22.255548, -22.971831,1
 -9.217084, -21.283782, -3.502493, -3.534145,1
 -73.681977, -64.416623, -33.824657, -32.801479,1
 -10.025379, -10.528424, -8.400566, -9.017099,1
 -11.414402, -29.206336, -31.129796, -31.875459,1
 -8.704488, -9.023881, -18.470392, -19.466304,1
 -26.735021, -33.927983, -38.740053, -40.818091,1
 -34.742918, -51.619969, -23.847606, -24.946139,1
 -23.601506, -53.601235, -14.521004, -14.780459,1
 -21.397888, -58.600615, -19.542263, -21.177598,1
 -15.498527, -21.802950, -12.905555, -14.142124,1
 -20.950966, -33.830962, -13.632262, -14.335344,1
 -130.566784, -91.406298, -8.191351, -9.075825,1
 -59.400024, -73.099667, -27.673137, -28.280308,1
 -25.595741, -57.972840, -22.141953, -22.552171,1
 -15.814122, -27.189284, -26.658260, -25.787351,1
 -51.956578, -90.185510, -29.536163, -28.750334,1
 -24.063961, -43.488658, -10.544348, -10.662816,1
 -57.568310, -114.129707, -14.418982, -13.923065,1
 -14.065096, -29.546292, -32.628074, -32.777525,1
 -29.237452, -60.093530, -14.140843, -14.563625,1
 -13.124148, -17.762234, -11.775328, -11.452992,1
 -7.878470, -16.901321, -10.986928, -10.977913,1
 -44.912509, -64.666547, -11.702026, -12.842959,1
 -11.144925, -10.653701, -10.914326, -10.223273,1
 -13.824049, -20.063799, -25.930385, -24.178305,1
 -11.976530, -21.141285, -12.616053, -12.838822,1
 -49.760167, -46.192708, -25.922637, -26.203378,1
 -27.282233, -22.921121, -44.005804, -44.206622,1
 -30.397045, -106.724243, -26.422058, -28.039863,1
 -19.767511, -29.677057, -15.361729, -15.306430,1
 -29.419889, -51.889872, -17.820247, -17.935834,1
 -29.534289, -45.260134, -23.375781, -24.236298,1
 -29.613247, -26.989886, -34.229465, -35.645749,1
 -20.789379, -22.319333, -21.415697, -23.251080,1
 -20.248938, -24.179896, -25.946321, -26.090670,1
 -39.312117, -38.892565, -9.569178, -9.560869,1
 -40.643864, -90.716719, -22.962637, -22.984574,1
 -15.968597, -33.558602, -8.209618, -9.218681,1
 -55.148541, -67.162764, -38.877258, -40.400887,1
 -44.052465, -42.075414, -17.691005, -18.836989,1
 -16.696926, -23.942108, -16.150826, -17.863486,1
 -10.371246, -25.202182, -21.872806, -26.663583,1
 -12.779421, -18.216145, -16.814884, -17.613748,1
 -31.923927, -38.170699, -8.036829, -11.325641,1
 -27.787503, -47.615936, -31.601960, -33.326520,1
 -21.271545, -25.811553, -12.868253, -13.636410,1
 -18.832008, -30.718688, -24.948229, -25.901380,1
 -12.341425, -23.609403, -14.693632, -15.226759,1
 -11.629563, -11.522464, -11.502273, -12.243575,1
 -26.569075, -37.446582, -39.097134, -40.712024,1
 -27.834157, -25.389988, -34.371227, -36.015940,1
 -93.045555, -98.745062, -7.932804, -7.462087,1
 -23.355020, -28.527726, -26.828593, -28.279002,1
 -28.487522, -38.769059, -25.138257, -25.384459,1
 -46.427806, -29.626973, -22.137730, -21.821656,1
 -38.084396, -45.883580, -33.310252, -35.098014,1
 -28.035147, -30.453577, -22.671241, -23.066401,1
 -13.170375, -28.475190, -4.946787, -4.661585,1
 -51.007758, -102.641237, -15.766724, -16.914367,1
 -16.609719, -31.878631, -29.646425, -29.410701,1
 -24.049678, -28.364304, -20.112677, -19.259124,1
 -84.207476, -64.756435, -8.528665, -8.635383,1
 -42.551915, -64.591044, -14.233489, -13.810377,1
 -22.307493, -38.278275, -14.243803, -14.838577,1
 -41.224559, -42.884255, -23.063483, -24.029386,1
 -26.488003, -59.380729, -31.729471, -31.376738,1
 -22.040640, -36.279240, -34.531605, -36.667309,1
 -35.936192, -81.625538, -17.739257, -17.623166,1
 -101.465210, -74.948107, -31.443920, -32.915762,1
 -23.901544, -54.224275, -15.815914, -16.860188,1
 -54.861177, -118.364523, -38.320809, -42.349072,1
 -63.219301, -118.273104, -18.123735, -18.146837,1
 -11.094021, -15.322183, -10.766881, -13.642246,1
 -34.381583, -40.573445, -20.465765, -20.906391,1
 -40.665894, -38.574956, -3.862769, -5.975533,1
 -11.096920, -13.416532, -20.981462, -22.170919,1
 -29.317121, -36.558309, -9.398185, -10.137046,1
 -21.508131, -30.870578, -12.896980, -13.732164,1
 -70.987732, -72.671387, -43.874861, -44.065771,1
 -157.853249, -106.481079, -24.237169, -26.590510,1
 -14.671152, -36.273356, -42.598257, -42.368556,1
 -23.224640, -34.286209, -51.406221, -51.108075,1
 -61.362255, -47.488302, -58.723327, -59.119144,1
 -26.096899, -30.920249, -31.404778, -32.420353,1
 -12.854195, -16.055426, -36.393753, -37.141518,1
 -19.500426, -12.431506, -48.095692, -50.046008,1
 -50.258498, -37.430366, -12.248117, -13.080184,1
 -16.810913, -14.016752, -31.454271, -28.156125,1
 -23.076368, -31.887093, -40.992567, -42.629346,1
 -16.724892, -25.252300, -13.347339, -16.658913,1
 -27.780793, -63.057100, -39.747923, -41.043589,1
 -32.121308, -61.041447, -37.776691, -38.926792,1
 -16.008713, -43.636635, -20.182975, -19.319745,1
 -50.213355, -79.045875, -32.154261, -31.503190,1
 -13.523944, -23.516208, -48.570274, -49.506652,1
 -28.993993, -32.867451, -47.212754, -49.044962,1
 -67.497267, -61.776049, -52.138755, -51.566857,1
 -8.323619, -15.273992, -17.533204, -19.197334,1
 -22.025480, -22.181404, -11.450183, -12.054967,1
 -9.726871, -17.879209, -19.657414, -20.772466,1
 -28.235775, -30.549014, -59.966164, -58.477233,1
 -12.955292, -21.945159, -52.202122, -53.319062,1
 -24.218288, -31.330410, -24.823620, -28.546865,1
 -13.742302, -31.454889, -16.499610, -17.402553,1
 -46.114928, -37.767872, -12.017834, -12.245453,1
 -8.064291, -18.564955, -14.267111, -14.308183,1
 -11.931216, -10.137460, -27.880582, -28.374491,1
 -36.408503, -89.324187, -37.171738, -38.296319,1
 -25.635660, -40.662784, -23.634238, -23.692576,1
 -42.348223, -100.342318, -42.964739, -43.129690,1
 -16.871948, -24.354689, -26.396771, -27.824184,1
 -25.061293, -42.927937, -6.580670, -6.733463,1
 -23.805692, -24.900777, -14.724568, -15.675244,1
 -12.619870, -32.513108, -10.295899, -10.275201,1
 -31.848296, -47.915395, -14.356066, -19.402217,1
 -37.813622, -75.471788, -14.110137, -15.490940,1
 -37.750838, -38.740707, -11.658681, -11.282138,1
 -34.202621, -52.860581, -35.881255, -36.249596,1
 -125.589829, -130.417283, -9.062740, -9.718596,1
 -16.366679, -39.401924, -48.983716, -51.460305,1
 -16.701986, -32.096533, -20.325650, -20.076126,1
 -73.183445, -65.387317, -7.854328, -8.672788,1
 -19.648935, -30.650272, -13.523077, -13.984529,1
 -41.513736, -33.863415, -19.771233, -20.551889,1
 -25.574928, -64.901061, -19.932904, -19.583419,1
 -16.526039, -22.047995, -26.304017, -28.578580,1
 -18.223778, -47.694210, -7.154609, -7.417216,1
 -28.279130, -49.676530, -19.237225, -19.936394,1
 -61.119863, -51.522507, -23.550311, -26.205667,1
 -43.498828, -82.561382, -11.333930, -11.716326,1
 -60.041531, -31.967540, -25.927582, -26.657244,1
 -30.182715, -54.373434, -16.050958, -18.694002,1
 -23.252273, -37.901661, -9.811562, -9.949687,1
 -43.942221, -53.926295, -6.807311, -6.416527,1
 -75.593817, -82.117015, -21.324038, -21.509768,1
 -37.121631, -26.463919, -19.749887, -19.801842,1
 -20.416175, -53.279648, -37.377116, -39.612980,1
 -28.789057, -45.964790, -8.810680, -8.502679,1
 -40.758310, -88.699693, -27.461982, -27.397655,1
 -60.630419, -43.511449, -22.078725, -22.422124,1
 -97.678559, -106.550469, -35.622671, -36.348546,1
 -22.575573, -45.282839, -26.482205, -26.424071,1
 -31.586742, -35.308015, -37.200159, -39.831603,1
 -24.975423, -43.865301, -9.977670, -8.823113,1
 -27.425172, -39.838748, -17.133766, -18.336826,1
 -20.898868, -50.858462, -42.111324, -44.774289,1
 -26.354978, -33.291238, -13.400844, -13.907528,1
 -58.334336, -62.080751, -46.013998, -47.869086,1
 -21.668147, -47.197134, -22.463749, -22.685097,1
 -89.576671, -77.385726, -31.808366, -32.365500,1
 -9.450391, -16.726396, -5.451967, -6.016397,1
 -47.224364, -47.532271, -7.165459, -8.969294,1
 -32.867648, -40.420513, -18.907951, -19.841920,1
 -38.745499, -34.179426, -16.178357, -17.608625,1
 -49.769274, -99.752624, -56.367012, -60.446308,1
 -62.034673, -82.033654, -15.447057, -18.952303,1
 -49.090849, -71.010810, -23.786635, -24.187774,1
 -25.397035, -54.927875, -21.775254, -21.831560,1
 -36.205615, -37.570755, -21.557290, -21.985210,1
 -40.794885, -51.880792, -21.179113, -21.266852,1
 -78.313150, -81.989834, -7.385778, -7.799481,1
 -59.525950, -80.076025, -26.566323, -28.981587,1
 -21.490682, -34.348115, -7.168721, -7.704728,1
 -34.675307, -54.305727, -22.734113, -22.901639,1
 -30.741174, -39.030496, -18.750909, -18.933963,1
 -9.064356, -13.594947, -19.999678, -19.764017,1
 -31.981322, -72.985313, -40.380229, -40.709133,1
 -52.238923, -111.496290, -12.355242, -12.057481,1
 -50.935572, -48.246523, -6.526075, -6.234865,1
 -14.843235, -19.581005, -36.769912, -36.716890,1
 -41.521219, -32.052561, -13.575282, -13.832756,1
 -19.677658, -45.593850, -3.718844, -3.684420,1
 -12.823322, -17.737560, -30.280756, -31.425382,1
 -59.181235, -41.905280, -7.481077, -7.875648,1
 -31.932018, -95.849900, -47.774713, -52.090989,1
 -27.077920, -43.331468, -36.596892, -41.548641,1
 -22.160360, -39.389837, -9.535514, -9.866950,1
 -22.273108, -25.152332, -18.468760, -18.596008,1
 -14.777602, -26.075573, -14.055632, -14.603491,1
 -50.041501, -58.681949, -14.880161, -17.811280,1
 -99.122708, -42.972231, -33.108838, -35.454428,1
 -20.652015, -25.662729, -22.716555, -22.325733,1
 -17.675319, -25.035265, -3.421737, -3.253271,1
 -36.662092, -59.481912, -18.855648, -19.623782,1
 -44.542812, -81.337516, -25.979612, -27.194049,1
 -58.854846, -44.047266, -18.626877, -18.816205,1
 -53.976228, -72.432078, -38.613507, -38.847302,1
 -8.063907, -5.733830, -29.076864, -31.484530,1
 -18.116720, -39.096929, -20.523612, -19.138045,1
 -29.270485, -87.649925, -13.553462, -14.733264,1
 -46.165791, -41.438241, -20.027215, -21.922422,1
